internet_usage,sex,age,education
1,Mujer,45,Primaria
1,Hombre,61,F.P.
0,Mujer,66,Primaria
1,Hombre,55,Primaria
1,Mujer,50,Primaria
1,Hombre,50,Primaria
0,Mujer,39,Sin estudios
0,Hombre,27,Primaria
0,Mujer,51,Primaria
0,Mujer,78,F.P.
0,Mujer,60,Primaria
0,Hombre,80,Primaria
1,Mujer,34,F.P.
0,Mujer,69,Primaria
1,Hombre,27,F.P.
0,Hombre,45,Primaria
0,Mujer,49,F.P.
1,Hombre,55,F.P.
1,Mujer,44,F.P.
1,Mujer,29,Superiores
1,Hombre,34,Superiores
0,Hombre,43,Primaria
0,Hombre,24,Primaria
1,Mujer,24,F.P.
1,Mujer,58,Medios universitarios
0,Mujer,65,Primaria
1,Mujer,24,Superiores
1,Hombre,52,F.P.
1,Mujer,36,Primaria
1,Mujer,29,Superiores
1,Hombre,37,F.P.
0,Hombre,70,Primaria
0,Hombre,86,Primaria
1,Hombre,25,Secundaria
1,Mujer,48,Primaria
0,Hombre,41,Primaria
0,Hombre,50,Primaria
1,Mujer,21,Medios universitarios
0,Mujer,70,Primaria
1,Hombre,25,F.P.
0,Hombre,77,Primaria
0,Mujer,63,Primaria
0,Hombre,53,Primaria
1,Mujer,28,Primaria
0,Mujer,79,Primaria
1,Mujer,24,Superiores
1,Mujer,43,F.P.
1,Hombre,24,Secundaria
1,Hombre,41,Superiores
1,Mujer,32,Superiores
1,Hombre,30,Medios universitarios
1,Hombre,70,Superiores
1,Hombre,32,Superiores
0,Mujer,48,Superiores
1,Mujer,40,F.P.
1,Mujer,51,Medios universitarios
0,Mujer,65,Primaria
1,Hombre,49,F.P.
0,Hombre,58,Sin estudios
1,Hombre,32,Primaria
1,Hombre,37,Superiores
1,Mujer,22,F.P.
1,Hombre,22,Secundaria
0,Mujer,60,Primaria
0,Mujer,78,F.P.
1,Mujer,32,Medios universitarios
1,Mujer,39,Superiores
1,Hombre,54,Superiores
1,Hombre,25,Superiores
1,Hombre,39,Medios universitarios
1,Hombre,32,Primaria
0,Hombre,79,F.P.
1,Mujer,21,Secundaria
1,Mujer,60,Superiores
0,Mujer,71,Sin estudios
1,Hombre,24,Superiores
1,Mujer,50,Medios universitarios
1,Hombre,64,Superiores
1,Mujer,31,F.P.
1,Hombre,44,Medios universitarios
0,Hombre,57,Primaria
0,Mujer,54,Primaria
0,Hombre,68,Primaria
1,Mujer,30,Medios universitarios
1,Hombre,46,Superiores
1,Mujer,43,Primaria
0,Mujer,55,Primaria
0,Mujer,72,Primaria
0,Hombre,26,Primaria
0,Hombre,44,Primaria
0,Mujer,75,Primaria
0,Mujer,48,Primaria
0,Hombre,71,Primaria
0,Mujer,64,Sin estudios
0,Hombre,52,Primaria
0,Mujer,36,Primaria
0,Hombre,40,F.P.
1,Hombre,30,Secundaria
0,Hombre,49,Sin estudios
0,Mujer,46,Sin estudios
0,Hombre,22,Primaria
0,Mujer,30,Primaria
1,Hombre,44,Primaria
1,Mujer,18,Primaria
1,Mujer,35,Primaria
0,Hombre,48,Primaria
0,Mujer,63,Primaria
0,Mujer,79,Primaria
1,Mujer,40,Superiores
1,Hombre,43,F.P.
1,Hombre,66,Secundaria
1,Mujer,25,F.P.
1,Hombre,21,Medios universitarios
1,Hombre,40,Secundaria
1,Hombre,44,Superiores
1,Mujer,41,Primaria
0,Hombre,85,Primaria
0,Mujer,73,Sin estudios
0,Mujer,52,Primaria
0,Hombre,50,Primaria
0,Mujer,58,Primaria
0,Hombre,58,F.P.
1,Mujer,41,F.P.
0,Mujer,50,Primaria
1,Hombre,48,Primaria
1,Mujer,26,Primaria
0,Hombre,74,Sin estudios
0,Mujer,78,Sin estudios
0,Hombre,38,F.P.
0,Hombre,33,F.P.
0,Mujer,40,Primaria
0,Hombre,45,Primaria
0,Hombre,40,Superiores
0,Mujer,43,Primaria
1,Hombre,19,Primaria
0,Mujer,64,Primaria
0,Mujer,40,F.P.
0,Mujer,69,Primaria
1,Mujer,31,F.P.
0,Hombre,51,Primaria
1,Mujer,24,F.P.
0,Hombre,31,Primaria
1,Hombre,30,F.P.
0,Hombre,62,Primaria
1,Mujer,33,Medios universitarios
0,Mujer,40,Primaria
1,Hombre,42,F.P.
0,Mujer,60,Primaria
0,Mujer,65,Primaria
0,Mujer,62,Sin estudios
1,Mujer,26,Primaria
0,Mujer,79,Sin estudios
1,Hombre,27,Primaria
1,Hombre,38,Primaria
0,Hombre,24,Sin estudios
0,Hombre,46,Primaria
0,Hombre,65,Sin estudios
0,Mujer,24,Primaria
1,Mujer,35,Secundaria
0,Mujer,74,Secundaria
1,Hombre,35,F.P.
1,Hombre,20,F.P.
1,Hombre,51,Primaria
0,Hombre,64,Primaria
1,Hombre,66,Primaria
0,Mujer,60,Primaria
0,Mujer,41,Secundaria
0,Hombre,75,Primaria
1,Mujer,45,Secundaria
1,Hombre,44,F.P.
1,Hombre,61,Primaria
0,Mujer,58,Primaria
0,Mujer,78,Sin estudios
1,Mujer,27,Medios universitarios
1,Hombre,25,Superiores
1,Hombre,43,Secundaria
1,Hombre,20,Primaria
1,Hombre,29,Superiores
1,Mujer,43,F.P.
0,Mujer,58,Primaria
0,Mujer,84,F.P.
1,Hombre,51,Primaria
1,Mujer,22,Superiores
1,Mujer,37,Primaria
1,Mujer,34,Primaria
1,Hombre,18,Primaria
0,Hombre,65,Primaria
0,Mujer,65,Primaria
0,Hombre,32,Primaria
1,Hombre,41,F.P.
1,Hombre,51,Primaria
0,Mujer,51,Primaria
0,Mujer,65,Sin estudios
0,Hombre,43,Primaria
0,Hombre,64,Primaria
1,Hombre,37,F.P.
1,Mujer,34,Primaria
0,Mujer,53,F.P.
0,Hombre,69,Primaria
1,Mujer,19,Primaria
1,Hombre,21,F.P.
0,Mujer,60,Primaria
1,Mujer,39,Superiores
1,Hombre,34,Primaria
0,Hombre,48,Primaria
0,Mujer,70,Primaria
1,Mujer,25,Medios universitarios
1,Hombre,21,Secundaria
1,Hombre,64,Primaria
0,Mujer,30,Primaria
0,Mujer,38,Primaria
1,Mujer,19,Primaria
0,Hombre,76,Primaria
1,Mujer,52,Primaria
0,Mujer,81,Sin estudios
0,Hombre,37,F.P.
0,Hombre,49,F.P.
1,Mujer,27,Medios universitarios
0,Hombre,33,F.P.
1,Mujer,39,Superiores
0,Hombre,74,Sin estudios
1,Mujer,53,Primaria
0,Hombre,61,Secundaria
1,Hombre,35,Secundaria
0,Mujer,83,Sin estudios
1,Hombre,32,Primaria
0,Mujer,78,Primaria
1,Mujer,31,F.P.
1,Hombre,25,Primaria
0,Hombre,54,Primaria
1,Hombre,43,F.P.
1,Hombre,59,Primaria
0,Hombre,69,Primaria
1,Hombre,19,Secundaria
1,Mujer,20,Secundaria
1,Mujer,60,Primaria
0,Mujer,47,Primaria
0,Hombre,31,Primaria
1,Mujer,33,Superiores
1,Mujer,42,Medios universitarios
0,Hombre,71,Primaria
1,Hombre,60,Superiores
0,Mujer,83,Primaria
1,Mujer,49,F.P.
1,Hombre,43,Primaria
1,Mujer,28,Primaria
0,Hombre,43,Secundaria
0,Mujer,45,Primaria
0,Hombre,79,Primaria
1,Hombre,20,Secundaria
1,Mujer,20,Medios universitarios
1,Mujer,38,Superiores
0,Mujer,60,Primaria
1,Mujer,27,F.P.
1,Hombre,26,Superiores
0,Mujer,72,Primaria
0,Mujer,42,Primaria
1,Hombre,36,F.P.
0,Hombre,64,Primaria
1,Hombre,46,Primaria
1,Hombre,26,Superiores
1,Mujer,34,F.P.
1,Mujer,37,F.P.
0,Mujer,54,Primaria
1,Hombre,29,Primaria
1,Hombre,21,F.P.
0,Hombre,36,Primaria
1,Mujer,23,F.P.
0,Mujer,70,Sin estudios
1,Hombre,45,Primaria
0,Hombre,70,Primaria
0,Mujer,61,Primaria
0,Mujer,40,Primaria
1,Mujer,24,Primaria
1,Hombre,29,Primaria
0,Hombre,59,Primaria
1,Mujer,38,F.P.
1,Hombre,45,F.P.
0,Hombre,40,Primaria
0,Mujer,82,Sin estudios
1,Hombre,51,F.P.
0,Hombre,77,Primaria
1,Mujer,28,F.P.
1,Mujer,54,Primaria
0,Mujer,69,Primaria
1,Hombre,39,Secundaria
1,Mujer,23,Primaria
1,Mujer,28,Primaria
1,Hombre,30,Primaria
1,Hombre,37,Primaria
0,Mujer,42,F.P.
1,Hombre,46,Superiores
0,Hombre,89,Sin estudios
1,Hombre,26,Primaria
1,Hombre,22,Secundaria
1,Mujer,31,Secundaria
0,Mujer,71,Sin estudios
1,Hombre,59,Superiores
0,Mujer,78,Primaria
1,Hombre,41,Primaria
0,Mujer,64,Primaria
0,Mujer,39,Primaria
0,Hombre,53,Primaria
1,Hombre,33,Primaria
0,Hombre,63,Primaria
1,Hombre,33,Secundaria
1,Mujer,43,F.P.
1,Hombre,38,Primaria
1,Mujer,52,Primaria
0,Mujer,38,Primaria
1,Hombre,24,Primaria
1,Hombre,41,Primaria
0,Mujer,79,Primaria
1,Mujer,46,F.P.
1,Mujer,59,F.P.
1,Mujer,40,Primaria
0,Mujer,59,Primaria
1,Mujer,25,Medios universitarios
0,Mujer,77,Sin estudios
0,Hombre,62,Primaria
1,Hombre,28,F.P.
1,Hombre,33,F.P.
1,Hombre,36,Medios universitarios
1,Hombre,38,Primaria
1,Hombre,34,Primaria
1,Mujer,49,Primaria
0,Mujer,60,Secundaria
1,Hombre,80,Superiores
1,Mujer,66,Medios universitarios
1,Hombre,45,Primaria
1,Mujer,39,Superiores
1,Hombre,42,F.P.
0,Hombre,59,Primaria
1,Mujer,67,Primaria
1,Mujer,31,Medios universitarios
1,Mujer,54,Primaria
0,Hombre,62,Superiores
1,Mujer,39,Medios universitarios
1,Hombre,28,Medios universitarios
1,Hombre,70,Superiores
0,Mujer,58,Primaria
1,Mujer,45,Primaria
0,Mujer,65,Primaria
1,Hombre,37,Primaria
0,Hombre,46,Primaria
1,Mujer,32,Primaria
0,Hombre,70,Sin estudios
1,Hombre,33,Primaria
1,Mujer,21,F.P.
1,Hombre,70,Superiores
1,Hombre,47,F.P.
1,Mujer,30,Medios universitarios
1,Hombre,56,Superiores
0,Mujer,68,Primaria
1,Mujer,56,Primaria
1,Hombre,28,Secundaria
1,Mujer,22,Medios universitarios
1,Mujer,49,Primaria
0,Hombre,72,Primaria
1,Hombre,24,Primaria
1,Hombre,59,Sin estudios
1,Hombre,40,F.P.
0,Mujer,40,Primaria
0,Mujer,65,Primaria
1,Mujer,27,F.P.
0,Mujer,49,Primaria
0,Hombre,72,Superiores
1,Mujer,32,Secundaria
0,Mujer,65,Primaria
1,Hombre,31,Medios universitarios
1,Hombre,20,F.P.
1,Mujer,18,Secundaria
1,Hombre,36,F.P.
0,Mujer,60,Primaria
1,Mujer,28,Secundaria
0,Mujer,39,F.P.
1,Mujer,45,Superiores
1,Hombre,47,F.P.
1,Hombre,41,Superiores
0,Hombre,75,Primaria
1,Mujer,48,Medios universitarios
1,Mujer,44,Primaria
1,Mujer,32,Superiores
1,Hombre,63,Primaria
0,Hombre,58,Primaria
0,Mujer,79,Primaria
0,Hombre,73,Primaria
1,Hombre,28,Primaria
1,Hombre,18,Primaria
0,Hombre,37,Primaria
1,Mujer,53,Primaria
0,Mujer,43,Primaria
1,Hombre,50,Primaria
0,Hombre,74,Primaria
0,Mujer,80,Sin estudios
0,Mujer,68,Sin estudios
0,Mujer,77,Primaria
1,Hombre,27,Medios universitarios
0,Mujer,32,F.P.
1,Mujer,48,Superiores
1,Hombre,24,Primaria
0,Mujer,64,Primaria
1,Mujer,23,F.P.
1,Hombre,18,Secundaria
1,Hombre,54,F.P.
0,Mujer,64,Primaria
0,Mujer,65,Primaria
0,Mujer,39,F.P.
1,Hombre,35,Primaria
0,Hombre,63,Primaria
1,Mujer,45,Primaria
1,Mujer,33,Primaria
1,Mujer,23,Primaria
0,Hombre,69,Primaria
0,Mujer,61,Primaria
0,Mujer,67,Primaria
1,Hombre,28,F.P.
1,Hombre,36,Primaria
0,Mujer,49,F.P.
1,Hombre,55,Primaria
0,Hombre,40,Primaria
1,Mujer,36,Primaria
1,Hombre,25,F.P.
0,Hombre,65,Primaria
1,Mujer,34,F.P.
0,Mujer,87,Primaria
0,Hombre,50,Primaria
0,Hombre,30,Primaria
0,Hombre,84,Primaria
1,Hombre,36,Superiores
1,Hombre,48,Superiores
1,Hombre,28,Superiores
0,Hombre,64,F.P.
0,Mujer,43,F.P.
0,Mujer,45,Primaria
0,Mujer,64,Primaria
1,Hombre,64,Superiores
1,Hombre,80,Superiores
0,Mujer,80,Primaria
1,Mujer,39,Superiores
0,Mujer,67,Primaria
0,Mujer,69,Primaria
1,Hombre,41,F.P.
1,Mujer,20,Superiores
1,Mujer,45,F.P.
0,Hombre,64,F.P.
0,Hombre,71,Primaria
1,Mujer,41,F.P.
1,Hombre,27,F.P.
0,Mujer,59,Primaria
0,Hombre,58,F.P.
1,Mujer,29,Primaria
0,Mujer,69,Primaria
0,Mujer,57,Primaria
0,Hombre,66,Primaria
0,Hombre,50,Primaria
0,Mujer,49,Secundaria
1,Hombre,19,Secundaria
0,Mujer,82,Primaria
1,Hombre,33,Primaria
1,Mujer,43,Superiores
1,Hombre,41,Superiores
0,Hombre,48,Primaria
1,Mujer,25,Superiores
1,Mujer,28,Superiores
1,Hombre,40,F.P.
1,Hombre,47,Primaria
0,Mujer,41,Primaria
0,Mujer,55,Primaria
0,Mujer,70,Primaria
1,Mujer,30,Superiores
1,Hombre,33,Secundaria
1,Mujer,21,F.P.
1,Hombre,65,F.P.
0,Mujer,56,Primaria
1,Hombre,39,Primaria
0,Hombre,44,Primaria
1,Mujer,44,F.P.
0,Hombre,82,Sin estudios
0,Mujer,78,Sin estudios
0,Mujer,56,F.P.
0,Hombre,46,Secundaria
0,Hombre,61,Sin estudios
1,Mujer,21,F.P.
1,Hombre,23,Medios universitarios
1,Mujer,25,Medios universitarios
0,Mujer,81,Sin estudios
0,Mujer,53,Primaria
0,Mujer,68,Primaria
0,Hombre,35,Primaria
1,Hombre,29,Primaria
0,Mujer,43,Primaria
0,Hombre,53,Primaria
0,Hombre,82,Primaria
0,Mujer,38,Primaria
1,Hombre,29,Secundaria
1,Mujer,48,Secundaria
1,Hombre,44,Primaria
1,Mujer,33,Secundaria
1,Hombre,21,Primaria
1,Hombre,49,Medios universitarios
0,Mujer,56,F.P.
1,Hombre,39,F.P.
0,Mujer,46,F.P.
1,Mujer,28,Medios universitarios
1,Hombre,29,F.P.
1,Mujer,35,Primaria
0,Mujer,60,Primaria
0,Mujer,70,Primaria
1,Mujer,21,F.P.
0,Hombre,64,Primaria
0,Hombre,72,Primaria
0,Mujer,62,Primaria
0,Mujer,66,Primaria
0,Hombre,60,Primaria
1,Hombre,31,Secundaria
0,Hombre,53,Primaria
0,Hombre,82,Primaria
0,Mujer,34,Primaria
1,Mujer,44,Superiores
0,Hombre,74,Primaria
0,Mujer,77,Primaria
1,Hombre,51,Superiores
1,Hombre,38,Secundaria
0,Mujer,80,Primaria
1,Mujer,33,F.P.
1,Hombre,21,F.P.
0,Mujer,54,Primaria
1,Hombre,27,Primaria
0,Mujer,64,Sin estudios
0,Hombre,92,Sin estudios
1,Hombre,43,Primaria
1,Mujer,18,Secundaria
0,Mujer,54,Primaria
1,Hombre,31,Secundaria
0,Hombre,52,Primaria
